,MB,ME,RMSE,NMB,NME,R,Om,Mm,Ostd,Mstd,aqs
o3,29.462360255131966,31.22155427565982,37.33641208817416,96.76071315612059,102.53828381007415,0.3184739963485948,30.44868035190616,59.39654461977716,19.965561532335947,19.551201328324364,Santos-Ponta da Praia
nox,-32.49724184900728,34.08011180696356,54.6858443640334,-72.60652653862363,76.14303250253062,0.45244663708563915,44.75801749271137,12.253930309357939,47.133942252566854,8.221366114292337,Santos-Ponta da Praia
tc,-1.1947982206703855,1.653955497206704,2.3419452332939046,-5.364424638808067,7.425956506471357,0.725418786660212,22.272625698324024,21.086001023676882,2.8610486276734446,1.6515379182608212,Santos-Ponta da Praia
ws,2.3913466698242676,2.469601204569037,3.1938292780638924,204.50805847614504,211.20038927433203,0.4643072103135126,1.1693165969316597,3.556584425576602,0.6985669340573137,2.3514480611120163,Santos-Ponta da Praia
rh,1.702239586592171,8.133509217877094,11.148480298575173,1.939658068623082,9.26792380164237,0.5672598194432243,87.75977653631286,89.41148596100278,13.375412238036132,8.148304782123574,Santos-Ponta da Praia
o3,15.228678569899664,23.013688813712378,29.67745284268298,33.68254534452787,50.90130528756889,0.5583332546355898,45.2123745819398,59.52259734052925,26.920381039092653,27.840542937826886,S.Bernardo-Centro
co,-0.24618786254773858,0.2548941355125628,0.3277363300299784,-53.69899669017173,55.598026635367205,0.35751314707726756,0.4584589614740368,0.21619779721309196,0.2310240633786738,0.09675054171879889,S.Bernardo-Centro
nox,-10.125559927892976,20.02348924658863,28.566191517562096,-32.07482168068651,63.42857595857612,0.2721870973006852,31.568561872909697,21.58117581923398,25.850643326760515,16.10448249998607,S.Bernardo-Centro
ws,1.3246939995215312,1.5038930722488038,1.8219564023713155,69.62138622799664,79.03947663872589,0.4811696172409378,1.9027113237639552,3.1437573272423402,0.7710676705939278,1.4171910054115675,S.Bernardo-Centro
o3,11.565645060252812,23.328713663904495,29.956469067909207,25.725521033739458,51.89017222336769,0.5899990206415081,44.95786516853933,56.29549681643453,29.011921889994362,31.88764274346485,São Caetano do Sul
co,-0.16707601680758427,0.21745215312780897,0.30203001785447064,-39.932233624370596,51.97245150285331,0.21051696419642776,0.41839887640449436,0.25180111954456824,0.2502571805689151,0.11234543238399879,São Caetano do Sul
nox,-11.755612607851127,24.55053975804775,33.77032957390715,-29.399354326624515,61.39790764920969,0.1699602203118497,39.985955056179776,28.2687549521727,28.502025973603107,19.474719442298344,São Caetano do Sul
tc,1.2118386150627636,1.707741442119944,2.357819376271383,6.289728739576095,8.863581581538105,0.8913557171637044,19.266945606694563,20.480254940111422,4.343467227583639,4.337610437236543,São Caetano do Sul
ws,1.1646891562524404,1.4080344345146445,1.7522217762547692,65.74414462549205,79.48045107439773,0.38375983111763123,1.7715481171548118,2.9344709756727023,0.7442700874779711,1.4007081972795878,São Caetano do Sul
rh,-4.805311829846573,9.768587640167365,13.065386603491678,-6.490484104438249,13.19432849446161,0.7243412596584713,74.03626220362622,69.20827964902507,15.17067965533833,17.186092090627017,São Caetano do Sul
o3,22.496720867153293,26.499350519708027,32.7441970330755,51.58416614447346,60.7620509673964,0.5555184228115893,43.61167883211679,65.09346743036213,28.12671584289973,20.522236555845325,S.José Campos
nox,-19.946028259975144,20.7625624660307,27.06999985920899,-68.54098633420247,71.34686122464205,0.3543345950028811,29.100877192982455,9.190647854075209,19.58373692101769,7.144257921713727,S.José Campos
tc,1.5941129544179518,2.30457291374474,3.0165857475014914,7.8257392057229795,11.31349353479437,0.8635528781142622,20.370126227208978,21.963440412952647,5.056844522920211,4.620437225951273,S.José Campos
ws,1.539300674708089,1.6806858747479778,2.106055038982804,117.75083577997437,128.56628317446922,0.5098753227906613,1.3072524407252442,2.8440198659689413,0.7997924724788543,1.6711528794304973,S.José Campos
rh,-7.562673217391307,11.967492258064517,15.663405880125621,-10.563592916054464,16.716273836810657,0.6993452544359998,71.59186535764375,64.02028031754875,17.489331933709302,17.888412107069136,S.José Campos
o3,15.665434721698112,24.19573930188679,32.96200158093266,33.28728235942668,51.41321772075774,0.3841383109793689,47.06132075471698,64.08702808774373,30.03018204594298,20.683222867207686,S.José Campos-Jd.Satelite
co,-0.051258648956678726,0.10674357347653429,0.14458524289328656,-24.65042666840277,51.33328099479165,0.2431630341623328,0.20794223826714806,0.158019938908078,0.1362346531153684,0.05987367960971418,S.José Campos-Jd.Satelite
nox,-11.230966541312798,14.25174310000474,22.9452121240553,-52.64905443716953,66.80999320375473,0.18018227870169712,21.33175355450237,10.141469748364901,19.9351415389169,7.959101703909318,S.José Campos-Jd.Satelite
tc,1.3320607318181779,2.1150653636363637,2.894231892170292,6.885571386614349,10.93301018550064,0.8318569539669579,19.34568181818182,21.71283162465181,4.441672558274712,4.66798669623561,S.José Campos-Jd.Satelite
ws,1.0182153199638009,1.4279979583167421,1.7774869622111185,49.12686076017902,68.89805671607903,0.5365381873706763,2.0726244343891405,3.002380792777159,1.1383031844854736,1.659084270868345,S.José Campos-Jd.Satelite
rh,-3.835829538636361,10.397997275,13.578282311043168,-5.3709425821028525,14.559313903385945,0.6886690060907974,71.41818181818182,65.0355438454039,16.3095800728791,18.13417062429235,S.José Campos-Jd.Satelite
tc,1.7273833640167346,2.2985387545327756,3.0020530482053083,8.40196643375619,11.180057574113018,0.880617709001251,20.559274755927476,22.287517491643452,5.185407493142122,4.553399028216753,S.José Campos-Vista Verde
ws,1.4271482498847978,1.5882016952755929,2.0641643576010065,120.96764335824565,134.61882202536944,0.46514500255220287,1.179776847977685,2.605321259007521,0.6219638705575089,1.6757633112469996,S.José Campos-Vista Verde
rh,-8.098190845188292,11.93364858856346,15.594665391455106,-11.400080175917381,16.79937572497202,0.7192546394295132,71.03626220362622,62.919827320334264,17.81574915216705,17.77428257908584,S.José Campos-Vista Verde
o3,32.342057858806406,33.26834492430859,38.303785384253075,82.8170775988669,85.18898566103843,0.6805790292370985,39.05240174672489,70.17768289554317,26.27456822072064,25.314881373072247,Sorocaba
nox,-10.54930478574817,11.615656231575402,17.78068535507385,-52.2796050548977,57.564164897445934,0.5058994415413796,20.178623718887263,9.609062204908078,16.50949286626677,6.7920279556218635,Sorocaba
tc,1.5299293298465884,1.9902175669456066,2.598446087742845,7.2704091297720055,9.45775447706787,0.9103810159373413,21.04323570432357,22.575037977019498,5.063247971252072,4.438534470311526,Sorocaba
rh,-7.256314364016738,10.739515979079497,14.075485731578542,-10.627890262287046,15.729527632062753,0.7828138290219192,68.27615062761507,60.98812593454038,18.889391445570276,17.535864769548585,Sorocaba
co,-0.5286126908371386,0.5357757375342466,0.65105188536403,-68.00441313491287,68.92591728216173,0.22538910959821803,0.7773211567732116,0.24785332367130922,0.38802989975456514,0.12665591685314914,Taboão da Serra
nox,-29.357512242554137,37.29456307129299,48.16860281116849,-52.65620680411275,66.89225604424641,0.27991977461378786,55.753184713375795,27.138546234263234,38.13329144561473,21.776265217934014,Taboão da Serra
tc,1.2773667195804208,1.778181544755245,2.4956085997478756,6.576967756686303,9.155587433208993,0.8838298399593099,19.421818181818182,20.70054800487465,4.421677507881208,4.472987476224712,Taboão da Serra
rh,-7.138887145454547,10.985882121678324,14.747672243196046,-9.490200444361813,14.60426832202287,0.7212896784665368,75.22377622377623,68.03874703064066,15.960042710193434,18.17723915782033,Taboão da Serra
o3,13.069485593886462,19.13782967540029,24.75743194901605,23.378473683799406,34.233424431078475,0.6219649950145388,55.903930131004365,68.06529270055711,25.1986179970855,23.03341157972993,Tatuí
nox,-3.3414576956207025,6.618964524072458,9.951547742564646,-38.057444491174735,75.38652226364631,0.03779185750541625,8.78003696857671,5.224917204164624,8.347191188619771,4.413176641039452,Tatuí
tc,1.355501801952581,1.9248234951185494,2.5659065487856547,6.71054395813051,9.529026561992943,0.9155265441856018,20.199581589958157,21.55335354038997,5.403352191786818,5.11339837872951,Tatuí
ws,0.573685495104602,1.300884672259414,1.730040907582421,18.519314753500513,41.99425104722884,0.48413690325853,3.097768479776848,3.6698320696239555,1.2934603612403668,1.8030803414985748,Tatuí
rh,-10.15406869595536,12.91131780892608,16.92042745967017,-12.87871655374927,16.375820114627373,0.8102780427097339,78.84379358437936,68.66352461699164,23.00056183675727,19.961153296880553,Tatuí
o3,17.969118871111114,24.82253305777778,31.836571278244833,36.57656656313139,50.5268532734236,0.5246727198283936,49.12740740740741,65.63138294011142,30.860965207451844,18.11983904693713,Taubaté
co,-0.20511470417455624,0.2074664319556213,0.24473494329867923,-56.61802369211924,57.26717354103717,0.10843715037161063,0.36227810650887576,0.15722398879944288,0.1280514463509004,0.053895077629649624,Taubaté
nox,-10.187352705863502,11.43383176927003,16.341525614841615,-54.890684497178036,61.606863957854344,0.23171846253870945,18.559347181008903,8.337385946977717,12.712042594070457,6.191176120106484,Taubaté
tc,1.7666839751773011,2.3284619794326242,3.0033791591646057,8.35633815833613,11.01352361959074,0.8750065309413312,21.141843971631207,22.827793124651805,5.008015677567007,4.55859953743767,Taubaté
ws,1.402313693163546,1.6166431140988653,2.091489548923013,99.71065594355017,114.9504180978013,0.25616814926678305,1.4063829787234043,2.7842904126466577,0.7076903821464525,1.5726895674290244,Taubaté
rh,-9.573106896453908,12.780188343262411,16.22072972433867,-13.78424157918386,18.40209301499122,0.7495390695543441,69.44964539007093,59.98312079108636,18.965296597103844,17.853667812822287,Taubaté
tc,1.8797964324512577,2.2277259575208914,3.052188449582764,10.254286796928183,12.1522418486519,0.8424826842809136,18.331810584958216,20.211607017409474,4.235818417449699,4.332186447995388,IAG
ws,1.3187494274136493,1.5495899130598887,1.912021026695841,77.26017615625639,90.78418323014158,0.3829966926452826,1.7068941504178272,3.0256435778314765,0.9647874105196,1.4302274979720269,IAG
rh,-9.88171445264625,12.562423026462396,16.905716469278392,-12.30352017098167,15.64121548372553,0.6674593966399479,80.31615598885794,70.4344415362117,15.903616273870298,17.55555035954891,IAG
